Kilde,content,tokens
Sikkerhedsstyrelsen guider," 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
Vejledningen er lavet på grundlag af Almen Teknisk Fælleseje  
MgO -pladerne bliver introduceret til den danske byggebranche i 2010 som en let, 
håndterbar og billig vindplade. Vindpladerne er anvendt som vindspærre  i 
byggerier med  let bagvæg. Formuren kan være tegl eller  lette re byggematerialer 
som eternit, stål, træ, etc. Pladerne er brugt ved almindelige enfamiliehuse, men 
især i større projekt er med rækkehuse, klyngehuse og lignende . 
 
I 201 5 ophører anvendelsen af pladerne, da de t har vist sig, at de udover at 
bremse vinden også suger fugt.  Problematikkerne er bl.a. : 
 
 Plader indeholder MgO (magnesiumoxid) og MgCl 2 (magnesiumchlorid) , som 
er fugtsu gende.  
 Bindemid let mellem pladens materialer er ikke fugtstabil t. 
 Pladerne  kan indeholde store mængder  af frit MgCl 2, som optager vand fra 
luften ved tilstrækkeligt høj relativ fugtighed . 
På grund af  disse  egenskaber opfugtes  pladerne af udeluft en i ventilations -
spalten , og når pladen er vandmættet, drypper det s altholdige vand ned bag 
klima skærmen.  Facaden bliver dermed opfugtet indefra med stor risiko for, at 
omkringliggende konstruktioner opfugtes  og beskadiges . 
Vurdering af skader  
??   
 Hvis der er usikkerhed om årsag og risiko  og der vurderes at være 
skader , der skal undersøges nærmere . 
 
RØD  
 Der er  fugtskader og risiko for udvikling og følgeskader . 
 
GUL  
 Ingen  
 
GRÅ 
 Ingen  
 
 
 
 
 
 
 
 
 
  
Skalmur e, der som f ølge af ”svedende 
MgO -plader“  bliver opfugtet  indefra. 
 
Misfarvning af pu ds, som  er udført på 
MgO -plade .  
 
Saltholdigt vand fra MgO -plader  har 
medført korrosion på inddækning 
omkring vindue.  
 
Sokkel, der er opfugtet af vand, der siver 
ud af facaden fra ydersiden af den 
vindtætte MgO -plade.  
MgO-PLADER  ",693
Sikkerhedsstyrelsen guider,"09 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
Vejledningen er lavet på grundlag af Almen Teknisk Fælleseje  
Facader med misfarvninger  giver som udgangspunkt et dårligt indtryk af 
ejendommen. I langt de fleste tilfælde  er der intet galt med huset . Der er blot tale 
om næste n uundgåelige begroninger af enten mos, alger eller lav.  
Begroningerne kan opstå pletvis t, typisk  som følge af lokale vandpåvirkninger , 
eller på hele facader , hvor vejret og orienteringen mod verdenshjørnerne  typisk  
medvirke r til be groningerne.  
 Udseende  Lever af  Hvor  
Alger  Grønne  
Røde  
Brune  Lys 
Fugt 
Vand  
Støv Ikke hvor der er  
direkte sollys  
Mos  Grøn  
Grå 
Gulligt  Fugt 
Vand  
 Nordvendte og 
skygge sider  
Lav Skorpe – sidder godt fast  
Blad – sidder middel fast  
Buskformet  – sidder næste n løst Fugt 
Vand  
Sol På solvendte 
facader  
 
Begroninger vurderes ikke at have indflydelse på materialernes levetid eller give 
anledning til skader eller risiko for skader. Begroningen kan i mange tilfælde 
påvirke materialernes overflade i forh old til vedhæftning og afskalninger af 
overfladebehandlinger. Nyere undersøgelser viser , at begroningerne ikke påvirker 
holdbarheden af fx murværk og kun i begrænset omfang holdbarheden på træ.  
Vurdering af skader  
Det er vigtigt  at have fokus på , at begro ninger ofte er af kosmetis k karakter. Det 
er derfor ikke  en skade og heller ikke noget , der s kal nævnes i en 
tilstandsrapport. Der kan dog være situationer, hvor begroningerne skal nævnes.  
 
RØD  
 Ingen skader  
 
GUL  
 Ingen skader  
 
GRÅ  
 Hvis alger vurderes  at kunne holde så meget på fugt en, at der er risiko 
for, at træ nedbryd es  
 Unormalt m eget mos på facader  af te glsten 
 
INGEN  
 Misfarvninger pga. begroninger  på tegl sten og fuger  
 
 
  
Alger på metalplader .  
 
Alger på pudset  facade .  
 
Lav i fuger og på sten .  
Alger på udvendig træbeklædning  med 
tydelig  opfugtning nederst .  
Alger på gavl (mod nord) . 
Alger på let facade . 
MOS OG ALGER PÅ FACADER  ",733
Sikkerhedsstyrelsen guider,"10 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
Vejledningen er lavet på grundlag af Almen Teknisk Fælleseje  
Tage  med misfarvninger  giver som udgangspunkt et dårligt indtryk af 
ejendommen. I langt de fleste tilfælde  er der intet galt med taget, der er blot tale 
om næste n uundgåelige begroninger af enten mos, alger eller lav.  
Begroningerne opstå r forskellige steder på tagfladen, typisk som følge af lokale 
sol-/skyggepåvirkninger , mængden af træer i nærheden af huset eller andre 
udefrakommende faktorer.  Jo lavere tag hældningen er, jo større sandsynlighed 
er der for begroninger på tagfladen.  
 Udseende  Lever af  Hvor  
Alger  Grønne  
Røde  
Brune  Lys 
Fugt 
Vand  
Støv Ikke hvor der er  
direkte sollys  
Mos  Grøn  
Grå 
Gulligt  Fugt 
Vand  
 Nordvendte og 
skygge sider  
Lav Skorpe – sidder godt fast  
Blad – sidder middel fast  
Buskformet – sidder næste n løst Fugt 
Vand  
Sol På solvendte 
facader  
 
Begroningen kan i mange tilfælde påvirke materialernes overflade i forhold til 
vedhæftning og afskalninger af eventuel overfladebehandling . Nyere 
undersøgelser viser, at begroningerne ikke påvirker holdbarheden af fx et tegltag  
og kun i begr ænset omfang holdbarheden på  eternitprodukter . Kraftige 
begroninger  kan medføre , at vand  trænger ind i tagrummet  (opstuvning) , hvor 
svampeangreb på træværk , nedbrydning af træ mm.  kan være konsekvensen.  
Vurdering af skader  
Skader på grund af mos opstår især ved, at regn vandet forhindres i at løbe af 
taget , idet det bremses af mosset og via samlingerne trække r ind i 
tagkonstruktionen . Er samlingerne i tagbelægningen ikke intakte, øger det 
risikoen for vandindtrængning, da mos også kan vokse ind i samlingerne.  Ved 
frost kan plader løfte sig og derved skabe ekstra risiko for vandproblemer.   
RØD   
 Hvor mængden af mos medfører eller  på kort s igt kan medføre , at der 
trækker fugt og vand ind  i tagkonstruktionen  
 
GUL  
 Hvor mængden af mos medfører eller på længere sigt kan medføre , at 
der trækker fugt og vand ind i tagkonstruktionen  
 
 
INGEN  
 Mos og alger i et omfang , der ikke giver risiko for , at fugt og vand 
trækker ind i tagkonstruktionen  
 
 
  
Lav og mos på betontagsten .  
 
Lav og mos på eternitskif er. 
 
Lav og mos på eternitbølgeplader .  
 
Alger og mos på tegl – stor taghældning 
(over 350).  
 
Mos på betontagsten – lille taghældning 
(under 350). 
  
Alger og mos på  betontagsten – stor 
taghældning (over 350) - RØD . 
MOS OG  ALGER PÅ TAGE  ",914
Sikkerhedsstyrelsen guider,"12 
 
 
Guide til vurdering af skader   
 
 
www.huseftersynsinfo.dk  
Vejledningen er lavet på grundlag af Almen Teknisk Fælleseje  
Indvendige vægge kan være udført af mange forskellige typer af  materialer . De 
kan være støbt på stedet  i beton , de kan være udført af rumhøje letklinke r-beton -
elementer i forskellige bredder  eller rumhøje elementer af porebeton , eller de 
kan være muret op af mursten, letklinker - eller porebeton blokke.  
 
Nedenfor er vist , hvilke t materiale  (produktnavne)  elementer og blokke typisk er 
udført af:  
 Beton  Letklinkerbeton  Porebeton  
Elementer  
Rumhøje i varierende 
bredder  Diverse 
element -
fabrikker  Leca  
Expan   
Elementer  
Rumhøje i bredder på 
60 cm    H+H (gasbeton)  
Ytong  
Siporex *  
Blokke  
Varierende størrelse  -  H+H 
Ytong  
*Produktionen af  Siporex -elemen ter stoppede omkring 1980.  
Skader  
Revner  opstår  typisk i de lodrette samlinger  mellem elementerne og i hjørnerne . 
Disse revner  skyldes oftest  udtø rring af materialerne og bevægelser i bygningen  
generelt.  
Vurdering af skader  
Årsagerne til skader på vægge af letklinkerbeton og porebeton er mangeartede 
og skyldes ofte :  
 
 utilstrækkelig  afstivning og forankring af spærfag  
 utilstrækkelig  fastholdelse /forankring  og styrke af ydervægge  
 utilstrækkelig  stivhed af loftskive  
 
 
?? 
 Atypisk revnemønster i blok - og elementvægge  
RØD   
 Vægge , som er ustabile og med fare for sammenstyrtning  på kort sig t 
 
GUL  
 Vægge , som er ustabile og med fare for sammenstyrtning på længere sigt  
 Revner mellem elementer , der vurderes at være i bevægelse  pga. de 
typiske årsager til skader , som er nævnt ovenfor  
 
GRÅ  
 Mindre revner i samlingen mellem elementer , som typisk kommer igen og 
igen. Der er typisk tale om tynde elementer.   
 Manglende sammenlimning  af elementer  
 
  
 
Revner mellem  elementer . 
 
Revne  i toppen af et element .  
 
Elementer forskydes mellem hinanden . 
 
 
Revner i  elementer (o ftest leca) , hvor 
fliserne bliver trykket  af. 
 
Samling i hjørnet mellem elementer . 
POREBETON OG LETKLINKERBETON   
I BAGMURE OG INDERVÆGGE  ",777
Sikkerhedsstyrelsen guider,"13 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
Udarbejdet med viden fra Almen teknisk fælleseje  
Tagbelægninger af teglsten og betontagsten er ikke tætte, hvorfor 
tagbelægningen enten skal tætnes imellem samlinger ne eller udføres med et 
undertag. Der kan  være ret store forskelle og traditioner for byggeskikken og 
udførelsen , alt efter hvor i landet huset er bygget, hvornår og hvilken type af 
tagbelægning , der er  anvend t. 
 
PUR  
Fra omkring 1970 bliver PUR -skum (polyurethanskum) i vid udstrækning anvendt 
til understrygning af tagsten. Ca. 20 år senere  ophører a nvendelse n af denne 
metode efter mange dårlige erfaringer med skummets funktion og holdbarhed .  
PUR-skum blev først anvendt til understrygning af betonfalstagsten, men er siden 
også brugt  til reparation af understrygningen på både beton - og tegl stens tage. 
PUR-skum mets egenskaber er væsentlig t forbedre de, og derfor anvendes  det 
fortsat ved nye tage.  
Bitumen  
I 1960’erne og især i 1970’erne, hvor undertage endnu ikke var almindelige, 
blev der ofte brugt bitumenfuge  som understrygning. En god og holdbar  løsning  til 
både nye og gamle tage uden undertag.  
Bitumenfuge skal  som udgangspunkt være udført  i alle v andrette samlinger og 
ca. 5 cm op ad de  lodrette samlinger . 
Bitumen anvendes fortsat til understrygning.  
 
Vurdering af skader  
 
?? 
 Hvis hele tagkonstruktionen er påført PUR -skum, dvs. skum dækker 
både lægter og tagsten.  
 
RØD   
 Hvis der kan registreres utætheder  i bitumen fugen eller PUR-skummet  
 Hvis PUR -skum berører  trædele og der kan måles fugt  
 
GUL 
 Ingen  
 
GRÅ  
 Ukorrekt og sjusket udført skum -arbejde uden fugt eller skade på træ  
 
INGEN   
 PUR-skum fra 70’erne , som er intakt og ikke har forbindelse med træ 
 Hvis t agsten er fugtige på underside efter regn eller kondens , uden tegn 
på utætheder generelt.  Svar er til en normal situation  
 
 
 
 
  
 
PUR-skum, hvor der er fugtskader, selv 
om skum ikke berører træet .  
 
 
Nyt skum, som ikke viser utæthed og 
som ikke  berører træ et. 
 
 
Bitum enfuge, som ikke viser utæthed , 
selv om der ikke er fuget 5  cm op ad de 
lodrette fuger . Sten har naturlig fugt 
efter regn . 
 
 
Lægter viser tegn på , at taget ikke er 
tæt og skummet  berører træ et.  
 
 
Skum, hvor der ikke kan ses fugt, men 
hvor skummet  berører træ et.  
PUR -SKUM OG BITUMENFUGE I TAGE  ",861
Sikkerhedsstyrelsen guider," 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
Udarbejdet med viden fra Almen teknisk fælleseje  
Radon er en radioaktiv luftart i jorden, der udløser en sundhedsskadelig  stråling , 
hvorfor det ikke skal trænge ind i boliger.  Siden 1998 har der i 
Bygningsreglementet været krav  om, at alt nybyggeri skal sikres mod  
indtrængning af den radioaktive luftart. Huse opført før 1998  skal derfor  ikke 
besigtiges for intakt og korrekt udført radonsikring.  
 
Radonindholdet i jorden varierer bet ydeligt over tid og er forskellig t, alt efter hvor 
i landet ejendommen ligger. Forekomsten af r adon  i danskernes bolig er størst  
ved klippe - og kalkgrund e samt ved fed  lerjord. Sandjord har den lavest e 
koncentration af radon.  
 
Problematikken vedr. manglende radonsikring medtages  i tilstandsrapporten, da 
der er risiko for , at personer påvirkes af for stor mængde af radon.  
 
Vurdering af skader  
Fejl eller mangler ved en radonspærre kan være svær e at finde, da 
radonspærren oftest er skjult inde i konstruktionerne.  
 
Installations - og teknikskabe , hvor husets installationer samles , er typiske steder , 
hvor tætningen ikke er intakt eller mangler at blive færdiggjort.  
 
RØD   
 Manglende tæthed af  terrændæk , hvor radonsikringen ikke vurderes at 
være intakt  
 
GUL 
 Ingen  
 
GRÅ  
 Ingen  
 
  
Samlepunkt for installationer , hvor d er 
ikke er udført tætning i gulvet.  
 
 
Installationsskab, hvor d er ikke er udført 
tætning i gulvet . 
 
RADON I BOLIGER  ",528
Sikkerhedsstyrelsen guider," 
  
Guide til vurdering af  skader  
 
 
www.huseftersynsinfo.dk  
Udarbejdet med viden fra Almen teknisk fælleseje  
 
Brandredning gennem redningsåbninger gælder i denne vejledning for boligrum, 
defineret som værelser, stuer og køkkener . 
 
Kravet om minimumsstørrelse på redningsåbninger kom i 1961, hvilket betyder. 
at alle huse opført efter 1961 skal efterleve  kravet til størrelser på 
redningsåbninger.  
Mange huse fra før 1961 har se nere fået udskiftet vinduerne , uden at disse 
overholder r egler om redningsåbninger . Hvis der søges byggetilladelse til en 
ombygning, vil de t dog ofte blive krævet , at der etableres redningsåbninger eller 
at der etableres røgalarmanlæg, der tilsluttes ledningsnettet med batteri -backup .  
NB! Byggemyndighederne i Danmark  kan have forskellige sagsbehandlings -
betingelser og krav til redningsåbninger.  Uanset de eventuelle forskellige 
myndighedskrav eller husets alder, oplyses det i tilstandsrapporten , hvis 
redningsåbninger ikke opfylder B ygningsreglementets krav.  
Ved et huseftersyn kan det accepteres, at redningsåbning er op til 10 procent 
mindre end de krævede mål for redningsåbninger.  Dette er fastlagt ud fra 
kendelser i Disciplinær - og Klagenævnet for beskikkede bygningssagkyndige.  
 
Vurdering af skader  
Det er vigtigt at skelne mellem, at redningsåbningerne  har fysiske skader og at 
der kan være  risiko for personskade, hvis kravet til åbningerne ikke er opfyldt.  
 Redning af personer gennem en redningsåbning kan lade sig gøre, hvis den har 
en fri højde og bredde på tilsammen 1,5 m, hvor højden er mindst 0,6 m og 
bredden mindst 0,5 m.  Der skal ikke  nødvendigvis  foretages målinger, men 
vurderes visuelt. Er der tvivl, er det godt at måle.  
RØD 
• Hvis redningsåbninger ikke er tilstede eller  de tilstedeværende åbninger 
ikke opfylder kravet . 
• Hvis redningsåbningens højde over gulv et vurderes at være for stor , altså 
højere end 1,20  meter . 
 
GUL 
• Ingen  
 
GRÅ 
• Ingen  
 
INGEN  
• Fredede ejendomme er ikke omfattet af krav til redningsåbninger og 
flugtveje . 
• Der er  to af hinanden uafhængige udgange , hvor den ene fører gennem 
nabo rum til det fri . 
o Hvis der er udført røgalarmanlæg, der er tilsluttet lysnettet og 
har batteribackup. Boligen skal dog opfylde BR18’s vejlednin g 
til Kap. 5 – Brand . Se bilag 1a mht. præ -accepterede løsninger 
– Enfamiliehuse samt  pkt. 1.1 Byggerier, som er omfattet.  
  
Adgang  til redningsåbning via naborum . 
 
 
Udformning af redningsåbninger  
H + B = min  1,5 meter  
H = min. 60 cm  
B = min. 50 cm  
REDNINGSÅBNINGER (FLUGTVEJE) I BOLIGER  
",958
Sikkerhedsstyrelsen guider,"16 
 
 
Guide til vurdering  af skader  
 
 
www.huseftersynsinfo.dk  
Udarbejdet med viden fra Almen teknisk fælleseje  
De tidlig ste huse er opført på et  fundament  af kampesten /sylds ten, der er 
”pakket” ned i jordrender. Dette er især en almindelig løsning ved 
bindingsværkshuse.  
 
Senere blev fundamenterne gjort mere stabile ved at  støbe disse i jordrender 
med en blanding af marksten, sand og cement. Nogle gange blev fundamentet 
over terræn udført af tegl/murværk.  En videreudvikling af dette  er fundame nter 
støbt i forskalling.  
Omkring 1960’erne kom mer løsningen med fundablokken muret oven på den del 
af fundamentet , som blev støbt i jordrender. Fundablokken erstatter en sokkel 
støbt i forskalling.  Letklinker blokken  (Leca) erstatter  i mange tilfælde  
fundablokken,  hvilke t giver en i solering smæssig  bedre løsning . Letklinker blokken 
er i dag  en fuldisoleret løsning med indstøbt isoleringskærne.  
Fundamenter er frem til 1960’erne udført uden armering, hvilket der 
efterfølgende er stillet krav om i Bygningsreglementet  for bl.a. at undgå revner i 
fundamenterne. Selvom fundamenter er armere de, fremkomme r der dog 
alligevel ofte revner under udtør ringen af betonen.  
 Soklen  angiver normalt  den synlige del af fundamentet OVER  terræn . 
 Fundament  er fællesbetegnelsen for hele den  del, der bærer huset , inkl. 
sokkel . 
Vurdering af skader  
Skade rne på fundamenterne skal ses i forhold til alderen på fundamentet og 
huset  for at vurdere , hvorledes  revnerne vil udvikle sig i fremtiden.  
SKADEN :  Revnen  eller revner  
ÅRSAGEN:  Sætninger, svind, udtørring, bevægelser eller andet.   
 
RØD 
 Revner , som udvikle r sig hurtigt  pga. sætninger . Kan skyldes dårlige 
jordbundsforhold eller manglende stabilitet  af bygningen.  
 
GUL 
 Revner , som fortsat vurderes at  udvikle sig  over længere tid. Kan 
skyldes dårlige jordbundsforhold eller manglende stabilitet  af 
bygningen.  
 
GRÅ 
 Revner i soklen , som ikke  vurderes at udvikle  sig yderligere, hvor 
årsagerne både kan være sætninger og svind . 
 Revne r i udv endige  hjørne r pga. bevægelser mellem væg og sokkel . 
 Revner i pudsen , som fremkommer i samlinger mellem blokke . 
 
INGEN  
 ”Netrevner” i puds en og ikke soklen, hvor årsagen er udtørringen . 
 Små revner i pudsen , fx ved udvendige  døre . 
 
  
Revne i sokkel pga. forskellig e 
bevægelse r mellem sokkel og facade.  
 
Revne vurderes at skyldes udtørring i 
sokkel . 
Revne med forskydning  grundet sætning 
i fundamentet . 
 
Revnemønsteret indikerer, at der er 
sætninger i den murede sokkel. 
Revnetykkelsen varierer fra top til bund.  
 
Revne i sokkel og murværk, hvor det 
skønnes at skyldes sætninger af hele 
hjørnet.   
REVNER I FUNDAMENTER  ",1005
Sikkerhedsstyrelsen guider,"17 
 
 
Guide  til vurdering af skader   
 
 
www.huseftersynsinfo.dk  
Vejledningen er udarbejdet på grundlag af bl.a. Bygerfa (29)031219, (29)040527, (29)990421 samt TI -definition af svamp og råd  
Træ er et organisk materiale, der naturligt vil blive nedbrudt af svampe, bakterier 
og insekter over en kortere eller længere årrække, hvis det bliver udsat for fugt. 
Udvendige træ og træbeklædninger bør derfor beskyttes mod denne nedbrydning  
for at forlæn ge materialerne s levetid. Beskyttelsen kan enten bestå af 
inddækninger, overfladebeskyttelse, imprægnering eller lignende.   
I forhold til konstruktioners forventede levetid  forårsager et svampeangreb en 
forholdsvis hurtig  nedbrydning af træet. Som u dgang spunkt skelnes der mellem 
3 typer af trænedbrydning , der er  forårsaget af et svampeangreb.  
 
- Brunmuld : træværket bliver brun ligt og det får en skør konsistens. 
Træet skrumper og spræk ker på kryds og tværs i tern  (sprækkeklodser) . 
- Hvidmuld : træværket afbleges og trevler , uden a t det sprækker. Træet 
får en blød konsistens . 
- Gråmuld : træværket  bliver grålig t, og der er  primært nedbrydning i 
overfladen, som syner intakt , men træet mister sin vægt . 
 
Årsager til  trænedbrydning  
Der findes mange  forskellige svampe arter , der f orårsager nedbrydning af træ i 
bygninger. Det kan være svært at identificere den enkelte svamp . Det er lettere 
at identificere et svampe angreb ud fra , hvorledes det nedbrudte træ ser ud. Af de 
mere k endte svampe er hvid og  gul tømmersvamp  samt  ægte hussvamp . 
 
Når træ rådner , er det fordi svampe og eller bakterier langsomt ødelægger træet . 
Afhængig af v ækstbetingelserne for svampe ne kan nedbrydningshastigheden 
være meget varierende. S vampearten, temperaturen, luftfugtigheden og 
vedligeholdels esstanden har stor indvirkning på , hvor stor skade og svækkelse 
svampeangrebet forårsager.  
 
Vurdering af skader  
Når råd - og svampeskader skal vurderes, er det ikke s vampens type , der er 
afgørende . Det er  derimod vigtigt at præcisere omfanget af nedbrydningen og 
risikoen ved skaden. Der bør ikke i skadesregistreringen vejledes om 
vedligeholdelsestiltag  eller anden form for rådgivning.  
 
RØD 
 Trænedbrydning forårsaget af hurtigtvoksende svampe  
 
GUL 
 Trænedbrydning forårsaget af langsomtvoksende svampe  
 
GRÅ 
 Nogle rådsvampe  som fx bævresvampe , der ofte forekommer i 
udvendigt træværk ,  
 Gråmuld , forekommer ofte i vinduer  
 
 
 
 
  
Brunmuld – nedbrydning forårsaget af  
angreb  af bl.a. ægte hussvamp , gul og 
hvid tømmersvamp , korkhat  og 
viftesvamp . 
 
 
Hvidmuld – nedbrydning forårsaget af 
angreb  af bl.a. barksvampe  og 
ildsporesvampe . 
 
 
Gråmuld – forårsaget af angreb af bl.a. 
sæksporesvampe . 
 
 
Tåresvamp . 
 
        
Gul tømmersvamp .     Ægte hussvamp . 
 
 
Hvid tømmersvamp . 
RÅD OG SVAMP  ",1100
Sikkerhedsstyrelsen guider," 
 
 
Guide til vurdering af skader  
 
 
www.huseftersynsinfo.dk  
                                                        Udarbejdet med viden fra Almen teknisk fælleseje                20. maj 2022 
Gulve og vægge  
Når gulve og vægge i vådrum besigtiges og skader vurderes, skal risikoen for 
vandindtrængning  også  vurderes. Risikoen afhænger af , hvor stor 
vandbelastningen er , hvilket er med til at definere tidshorisonten for skadens 
udvikling. Er gulve og vægge ikke intakte,  er der risiko for følgeskader ved 
påvirkning af vand –  uanset om der er vådrumssikring eller ej.  
Vægge  med direkte vandbel astning . De overflader , der dagligt påvirkes af vand , 
herunder samlinger i belægninger, flisefuger, fliser, vinyler, malerbeha ndlinger og 
lignende,  skal være intakte.  
Vægge i nærheden af badekar ret med tilhørende  bruser  betragtes også som 
vandbelastede . I vådrum mindre end 3,25  m² eller med mindre bredde end 1,3  
m betragtes alle vægge som vådzone.  
Gulve med direkte vandbelastning  skal være intakte, ligesom vægge med direkte 
vandbelastning . Gulvet under og rundt om badekarret skal have fald til gulvafløb. 
Er der ingen hånd bruser ved badekarret og er karret med overløb , kan der ses 
bort fra kravet om fald til afløb.  
I de vandbelastede områder skal gulvet have fald til gulvafløb. Gulve  uden direkte 
vandbelastning må være vandret te, dog ikke med bagfald  eller lunker . For 
vådrum i etageboliger og på første sal i enfamiliehuse, udført på etagedæk, 
krybekælder -dæk eller kælderdæk, hvor der kan ske skade på underliggende 
konstruktioner, skal der være fald på hele gulvet i vådzonen.  
Gulve og vægge uden daglig  vandpåvirkning , f.eks. bryggers, toiletrum med afløb 
og længst væk i store badeværelser, er  områder, hvor der kan komme vand , men 
kun i beskedent omfang. Det forventes , at dryp og vandsprøjt blive r tørret  op eller 
udtørrer af sig selv. Disse overflader besigtiges  og vurderes på samme måde som 
i boligrum . 
Vurdering af skader  
RØD  
• Mangelfuld vedhæftning , løse og eller knækkede fliser /belægninger , 
utæt /defekt  vinyl, etc . i op til ca. 2 m fra gulvniveau i direkte 
vandbelastede  område r. 
• For lille bassinvirkning  /fald, hvis der er mindre end ca. 30 mm  mellem 
højden på gulvafløbet og gulv et i nærliggende  rum. 
• Revnede eller ødelagte fuger i vandbelastet område .  
GUL 
• Skader i gulve og vægge uden  direkte vandbelastning . 
• Mangelfuld vedhæftning, løse og eller knækkede fliser/belægninger, 
defekt vinyl,  etc. på vægge uden direkte vandbelastning .  
• Ødelagte og revnede  fuger i områder uden direkte vandbelastning  
GRÅ  
• Skader  i vådzone, som ikke giver risiko  for følgeskader, fx skader ca. 
2,0 m over gulvniveau.  
• Skader , som kan sammenlignes med skader i boligrum . 
Ingen skade  
• Hvis der ingen  sokkelklinke r er, men i stedet en  intakt fuge i fugtigzone . 
• At der er vådrumsmalet i bruseniche , hvis vægge/gulv er  udført af 
uorganiske materialer (tegl, beton eller letbeton) 
Definitioner på områder med og uden 
vandbelastning .  
 
 
Vedr. højde på fliser ved bruser. 
Forudsat at væggen er udført af  
uorganiske materialer (tegl, beton eller 
letbeton)  og med vådrums -maling.  Ingen 
skade.  
 
Guide: Vedhæftning af belægninger        
Nr. 36 Vådrum IIIl 
 
 
VÅDRUM I I – GULVE OG VÆGGE  ",1220
Sikkerhedsstyrelsen guider,"G
uide til vurdering af skader  
www.huseftersynsinfo.dk  
Udarbejdet med viden fra Almen teknisk fælleseje 14. september  2022 
MMaannggeellffuulldd  vveeddhhææffttnniinngg  
Mangelfuld vedhæftning skyldes ofte  udførelsen, fx  at klæberen når at danne 
hinde , inden flisen monteres . Årsagen kan også være, at der ikke er tilstrækkeligt  
med klæber bag flisen,  at der er brugt for store fliser i små rum med fald mod 
gulvafløb,  at underlaget ikke er grundigt rengjort  eller at gulvvarmen er tændt for 
tidligt og med for høj  fremløbstemperatu r. 
VVaannddbbeellaasstteeddee  oommrrååddee  
Den vandbelastede del af rummet er de områder, hvor der kan antages at være 
direkte påvirkning af vand på regelmæssig basis. Dette vil normalt være dele af gulve og vægge i bruserområdet eller i umiddelbar nærhed af brusere, badeka r 
og lignende, jf. BR18 . Husk , at alle vægge i små badeværelser  under 3,25  m² er 
vandbelastede . 
IIkkkkee  vvaannddbbeellaasstteett  oommrrååddee  
Det ikke vandbelastede område er der , hvor der kun lejlighedsvis er 
vandpåvirkning af gulve og vægge , fx wc -rum og bryggers med gulvafløb. Vægge  i 
disse rum forventes ikke udsat for direkte vandpåvirkning eller stor fugtpåvirkning og regnes derfor ikke som vådrumsvægge.
VÅDRUM I III - MANGLENDE VEDHÆFTNING AF BELÆGNINGER  
RØD",514
